# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1662155254.351952552795410,0.00282,0.00018,0.00012,0.00385,0.00000,0.00046,0.00744
1662155254.385091781616211,0.00294,0.00022,0.00003,0.00394,0.00009,0.00047,0.00769
1662155254.418690204620361,0.00415,0.00020,0.00003,0.00399,0.00011,0.00051,0.00898
1662155254.451963186264038,0.00273,0.00019,0.00449,0.00439,0.00078,0.00061,0.01319
1662155254.485225677490234,0.00345,0.00022,0.00003,0.00425,0.00006,0.00059,0.00859
1662155254.518664360046387,0.00327,0.00021,0.00003,0.00419,0.00028,0.00053,0.00850
1662155254.552157878875732,0.00291,0.00020,0.00002,0.00443,0.00000,0.00058,0.00814
1662155254.585218191146851,0.00403,0.00024,0.00003,0.00444,0.00000,0.00058,0.00931
1662155254.618723392486572,0.00314,0.00021,0.00003,0.00445,0.00018,0.00057,0.00858
1662155254.652076005935669,0.00389,0.00023,0.00003,0.00410,0.00025,0.00063,0.00913
1662155254.685203075408936,0.00368,0.00024,0.00006,0.00395,0.00381,0.00056,0.01230
1662155254.718761444091797,0.00318,0.00024,0.00009,0.00433,0.00005,0.00050,0.00839
1662155254.752051830291748,0.00299,0.00041,0.00003,0.00451,0.00000,0.00055,0.00849
1662155254.785333633422852,0.00306,0.00019,0.00003,0.00466,0.00011,0.00060,0.00866
1662155254.818634510040283,0.00315,0.00021,0.00003,0.00488,0.00013,0.00056,0.00897
1662155254.852182149887085,0.00351,0.00024,0.00531,0.00517,0.00074,0.00069,0.01567
1662155254.885530948638916,0.00373,0.00021,0.00005,0.00482,0.00005,0.00052,0.00938
1662155254.918687820434570,0.00349,0.00026,0.00003,0.00483,0.00031,0.00066,0.00957
1662155254.952172994613647,0.00409,0.00021,0.00005,0.00448,0.00000,0.00051,0.00934
1662155254.985594272613525,0.00340,0.00022,0.00003,0.00439,0.00000,0.00056,0.00861
1662155255.018640995025635,0.00327,0.00020,0.00003,0.00409,0.00015,0.00049,0.00824
1662155255.052268266677856,0.00336,0.00021,0.00003,0.00444,0.00021,0.00054,0.00878
1662155255.085616111755371,0.00342,0.00021,0.00008,0.00473,0.00007,0.00064,0.00915
1662155255.118771791458130,0.00488,0.00027,0.00008,0.00525,0.00000,0.00069,0.01117
1662155255.152300596237183,0.00443,0.00023,0.00005,0.00406,0.00000,0.00055,0.00932
1662155255.185704469680786,0.00379,0.00019,0.00003,0.00397,0.00004,0.00049,0.00851
1662155255.218818902969360,0.00390,0.00018,0.00003,0.00395,0.00011,0.00052,0.00869
1662155255.252249479293823,0.00288,0.00019,0.00499,0.00402,0.00077,0.00076,0.01360
1662155255.285781621932983,0.00308,0.00022,0.00011,0.00414,0.00040,0.00058,0.00853
1662155255.318784475326538,0.00325,0.00022,0.00003,0.00456,0.00029,0.00068,0.00903
1662155255.352341175079346,0.00351,0.00028,0.00003,0.00489,0.00000,0.00064,0.00936
1662155255.385686635971069,0.00319,0.00021,0.00003,0.00463,0.00000,0.00062,0.00868
1662155255.418789625167847,0.00439,0.00020,0.00003,0.00386,0.00014,0.00047,0.00909
1662155255.452376842498779,0.00351,0.00025,0.00003,0.00391,0.00141,0.00048,0.00958
1662155255.485647439956665,0.00339,0.00020,0.00003,0.00428,0.00369,0.00055,0.01213
1662155255.518914937973022,0.00433,0.00026,0.00004,0.00568,0.00000,0.00074,0.01104
1662155255.552111864089966,0.00377,0.00026,0.00009,0.00533,0.00003,0.00061,0.01009
1662155255.585618257522583,0.00351,0.00023,0.00003,0.00557,0.00006,0.00075,0.01016
1662155255.619023084640503,0.00420,0.00022,0.00008,0.00481,0.00011,0.00057,0.01000
1662155255.652188301086426,0.00440,0.00019,0.00445,0.00509,0.00059,0.00064,0.01537
1662155255.685629367828369,0.00451,0.00021,0.00056,0.00469,0.00027,0.00061,0.01085
1662155255.719026803970337,0.00361,0.00025,0.00003,0.00459,0.00039,0.00075,0.00962
1662155255.752099990844727,0.00314,0.00020,0.00003,0.00451,0.00000,0.00064,0.00851
1662155255.785633563995361,0.00348,0.00029,0.00003,0.00443,0.00000,0.00058,0.00882
1662155255.819140672683716,0.00351,0.00032,0.00009,0.00450,0.00015,0.00058,0.00915
1662155255.852213621139526,0.00315,0.00020,0.00003,0.00469,0.00010,0.00059,0.00876
1662155255.885637044906616,0.00353,0.00020,0.00003,0.00492,0.00000,0.00064,0.00932
1662155255.919049263000488,0.00326,0.00022,0.00003,0.00509,0.00000,0.00063,0.00923
1662155255.952160835266113,0.00325,0.00023,0.00003,0.00524,0.00011,0.00067,0.00954
1662155255.985605955123901,0.00350,0.00021,0.00005,0.00525,0.00147,0.00082,0.01130
1662155256.019006490707397,0.00389,0.00021,0.00006,0.00428,0.00011,0.00054,0.00908
1662155256.052213907241821,0.00325,0.00019,0.00542,0.00441,0.00078,0.00064,0.01470
1662155256.085619926452637,0.00366,0.00021,0.00015,0.00421,0.00049,0.00056,0.00927
1662155256.119035482406616,0.00311,0.00020,0.00003,0.00418,0.00023,0.00051,0.00826
1662155256.152237176895142,0.00285,0.00019,0.00002,0.00430,0.00000,0.00054,0.00790
1662155256.185493469238281,0.00306,0.00020,0.00032,0.00446,0.00000,0.00055,0.00858
1662155256.219054460525513,0.00356,0.00023,0.00037,0.00395,0.00014,0.00054,0.00879
1662155256.252342224121094,0.00417,0.00021,0.00003,0.00364,0.00008,0.00056,0.00870
1662155256.285467863082886,0.00436,0.00025,0.00046,0.00367,0.00000,0.00061,0.00934
1662155256.319012880325317,0.00316,0.00017,0.00010,0.00358,0.00000,0.00056,0.00758
1662155256.352356672286987,0.00316,0.00027,0.00008,0.00358,0.00009,0.00059,0.00777
1662155256.385488271713257,0.00377,0.00021,0.00008,0.00401,0.00005,0.00063,0.00875
1662155256.418988704681396,0.00358,0.00018,0.00080,0.00332,0.00010,0.00050,0.00848
1662155256.452358484268188,0.00327,0.00016,0.00359,0.00369,0.00268,0.00071,0.01409
1662155256.485464334487915,0.00352,0.00018,0.00006,0.00333,0.00025,0.00051,0.00787
1662155256.518959760665894,0.00305,0.00018,0.00003,0.00333,0.00023,0.00047,0.00729
1662155256.552349328994751,0.00570,0.00018,0.00006,0.00338,0.00000,0.00047,0.00979
1662155256.585474491119385,0.00332,0.00017,0.00006,0.00351,0.00000,0.00060,0.00767
1662155256.618987321853638,0.00357,0.00019,0.00016,0.00366,0.00038,0.00066,0.00864
1662155256.652542591094971,0.00302,0.00018,0.00003,0.00324,0.00009,0.00051,0.00707
1662155256.685497283935547,0.00311,0.00017,0.00003,0.00353,0.00113,0.00059,0.00857
1662155256.719029426574707,0.00420,0.00020,0.00007,0.00388,0.00005,0.00061,0.00902
1662155256.752486944198608,0.00336,0.00021,0.00003,0.00397,0.00133,0.00066,0.00956
1662155256.785530090332031,0.00316,0.00020,0.00008,0.00430,0.00008,0.00068,0.00850
1662155256.819025754928589,0.00334,0.00020,0.00059,0.00424,0.00014,0.00063,0.00913
1662155256.853577375411987,0.00352,0.00022,0.00129,0.00423,0.01340,0.00069,0.02335
1662155256.919031143188477,0.00355,0.00035,0.00003,0.00455,0.00027,0.00048,0.00924
1662155256.952492713928223,0.00405,0.00021,0.00017,0.00429,0.00673,0.00057,0.01601
1662155256.986539363861084,0.00376,0.00027,0.00016,0.00633,0.00157,0.00065,0.01274
1662155257.019002914428711,0.00384,0.00029,0.00018,0.00680,0.00000,0.00067,0.01177
1662155257.052489280700684,0.00377,0.00021,0.00006,0.00552,0.00254,0.00088,0.01298
1662155257.086167097091675,0.00333,0.00026,0.00011,0.00590,0.00010,0.00057,0.01027
1662155257.118991136550903,0.00339,0.00021,0.00080,0.00574,0.00000,0.00056,0.01070
1662155257.152493715286255,0.00354,0.00023,0.00014,0.00617,0.00004,0.00056,0.01068
1662155257.185885906219482,0.00313,0.00023,0.00030,0.00636,0.00155,0.00059,0.01215
1662155257.219122886657715,0.00497,0.00035,0.00031,0.00658,0.00000,0.00059,0.01280
1662155257.252512693405151,0.00435,0.00024,0.00016,0.00527,0.00133,0.00057,0.01193
1662155257.285929441452026,0.00324,0.00021,0.00036,0.00535,0.00272,0.00048,0.01236
1662155257.319022417068481,0.00369,0.00027,0.00110,0.00585,0.00135,0.00055,0.01282
1662155257.352613687515259,0.00334,0.00024,0.00020,0.00589,0.00154,0.00054,0.01175
1662155257.385927915573120,0.00438,0.00021,0.00109,0.00512,0.00130,0.00054,0.01264
1662155257.419079780578613,0.00316,0.00021,0.00022,0.00540,0.00000,0.00057,0.00957
1662155257.452536821365356,0.00344,0.00029,0.00048,0.00589,0.00000,0.00066,0.01077
1662155257.485960245132446,0.00314,0.00021,0.00014,0.00562,0.00006,0.00074,0.00992
1662155257.519096136093140,0.00333,0.00022,0.00024,0.00550,0.00000,0.00056,0.00984
1662155257.552601575851440,0.00313,0.00025,0.00077,0.00591,0.00013,0.00056,0.01074
1662155257.586088418960571,0.00386,0.00023,0.00014,0.00597,0.00004,0.00054,0.01079
1662155257.619285821914673,0.00403,0.00022,0.00020,0.00566,0.00000,0.00058,0.01069
1662155257.652478933334351,0.00387,0.00025,0.00069,0.00506,0.00006,0.00050,0.01043
1662155257.685987949371338,0.00305,0.00020,0.00330,0.00569,0.00055,0.00064,0.01343
1662155257.719393491744995,0.00322,0.00025,0.00005,0.00618,0.00005,0.00062,0.01038
1662155257.752502918243408,0.00407,0.00023,0.00003,0.00507,0.00365,0.00071,0.01376
1662155257.785969495773315,0.00285,0.00024,0.00039,0.00561,0.00000,0.00048,0.00957
1662155257.819370031356812,0.00367,0.00023,0.00014,0.00534,0.00005,0.00052,0.00995
1662155257.852514505386353,0.00307,0.00030,0.00008,0.00553,0.00000,0.00047,0.00945
1662155257.886011600494385,0.00315,0.00021,0.00003,0.00526,0.00006,0.00041,0.00912
1662155257.919367551803589,0.00391,0.00025,0.00076,0.00545,0.00000,0.00048,0.01085
1662155257.952514886856079,0.00311,0.00030,0.00003,0.00539,0.00012,0.00045,0.00940
1662155257.986001729965210,0.00298,0.00033,0.00092,0.00601,0.00005,0.00064,0.01092
1662155258.019370555877686,0.00403,0.00020,0.00004,0.00520,0.00005,0.00041,0.00994
1662155258.052622556686401,0.00274,0.00022,0.00005,0.00561,0.00146,0.00047,0.01055
1662155258.086021661758423,0.00327,0.00022,0.00243,0.00672,0.00046,0.00057,0.01367
1662155258.119434356689453,0.00304,0.00021,0.00108,0.00534,0.00004,0.00046,0.01017
1662155258.152519226074219,0.00359,0.00023,0.00003,0.00543,0.00135,0.00042,0.01106
1662155258.186380147933960,0.00297,0.00023,0.00003,0.00574,0.00000,0.00046,0.00943
1662155258.219414234161377,0.00328,0.00022,0.00003,0.00570,0.00007,0.00046,0.00975
1662155258.252559185028076,0.00303,0.00023,0.00008,0.00561,0.00000,0.00047,0.00943
1662155258.286050081253052,0.00343,0.00026,0.00003,0.00600,0.00007,0.00048,0.01027
1662155258.319432973861694,0.00289,0.00021,0.00003,0.00552,0.00000,0.00044,0.00908
1662155258.352865219116211,0.00298,0.00022,0.00006,0.00548,0.00294,0.00053,0.01221
1662155258.385947704315186,0.00308,0.00033,0.00003,0.00672,0.00005,0.00051,0.01073
1662155258.419440746307373,0.00335,0.00021,0.00005,0.00598,0.00007,0.00051,0.01017
1662155258.452823638916016,0.00399,0.00022,0.00003,0.00620,0.00282,0.00051,0.01378
1662155258.485950946807861,0.00360,0.00024,0.00040,0.00667,0.00028,0.00064,0.01182
1662155258.519504785537720,0.00427,0.00025,0.00003,0.00620,0.00004,0.00054,0.01134
1662155258.552983283996582,0.00408,0.00027,0.00010,0.00604,0.00014,0.00048,0.01112
1662155258.585996150970459,0.00335,0.00028,0.00003,0.00606,0.00000,0.00054,0.01025
1662155258.619533777236938,0.00382,0.00023,0.00017,0.00517,0.00006,0.00044,0.00989
1662155258.652949571609497,0.00376,0.00026,0.00003,0.00544,0.00000,0.00085,0.01034
1662155258.685998439788818,0.00314,0.00023,0.00003,0.00592,0.00007,0.00053,0.00992
1662155258.719527482986450,0.00364,0.00030,0.00004,0.00976,0.00000,0.00096,0.01471
1662155258.752877235412598,0.00356,0.00023,0.00004,0.00564,0.00013,0.00051,0.01010
1662155258.786004066467285,0.00354,0.00023,0.00003,0.00556,0.00005,0.00053,0.00993
1662155258.819485664367676,0.00349,0.00023,0.00003,0.00562,0.00007,0.00051,0.00995
1662155258.852938413619995,0.00342,0.00021,0.00003,0.00572,0.00029,0.00056,0.01024
1662155258.886023044586182,0.00335,0.00023,0.00018,0.00521,0.00040,0.00047,0.00984
1662155258.919520378112793,0.00311,0.00021,0.00017,0.00475,0.00008,0.00050,0.00882
1662155258.952918052673340,0.00404,0.00022,0.00004,0.00538,0.00018,0.00058,0.01044
1662155258.986200094223022,0.00344,0.00026,0.00003,0.00498,0.00000,0.00057,0.00928
1662155259.019369840621948,0.00308,0.00022,0.00003,0.00506,0.00006,0.00045,0.00891
1662155259.053285121917725,0.00295,0.00020,0.00003,0.00481,0.00000,0.00044,0.00842
1662155259.086308240890503,0.00295,0.00023,0.00009,0.00472,0.00006,0.00052,0.00857
1662155259.119457721710205,0.00314,0.00021,0.00003,0.00491,0.00000,0.00047,0.00876
1662155259.153135538101196,0.00283,0.00023,0.00003,0.00461,0.00010,0.00046,0.00828
1662155259.186337232589722,0.00319,0.00025,0.00003,0.00474,0.00004,0.00044,0.00870
1662155259.219541788101196,0.00330,0.00020,0.00003,0.00462,0.00006,0.00055,0.00877
1662155259.252940416336060,0.00278,0.00019,0.00003,0.00462,0.00037,0.00049,0.00849
1662155259.286324739456177,0.00377,0.00021,0.00007,0.00456,0.00048,0.00047,0.00957
